일련번호,파일명,법인명,팀명,직군,직렬,직무,직무소개,학위,전공,최소연차,경력연차,경력배경,자격증,포트폴리오,주요업무책임,주요업무환경,필수자격,필수자격요건,선호자격요건,필요역량
D0009,JD_IP사업_IP 라이선싱_라이선싱 (세일즈)_D0009.docx,BHS_JP,none,IP사업,IP 라이선싱,라이선싱 (세일즈),"회사의 IP 콘텐츠(콘텐츠 및 캐릭터) 라이선스 영업 및 계약관리 업무를 합니다. 글로벌 소비자 트렌드를 파악하고 이에 맞는 상품화 및 콜라보레이션 기회를  기획 및 관리합니다. 해외 라이선싱 업체/에이전시를 관리하며 관련 계약 및 협상을 진행합니다. 다양한 IP 콘텐츠를 보유하고 있고, 지속적으로 성장하는 회사에서 해외 라이선스 전문성을 향상시킬 수 있는 경험을 할 수 있습니다.",학사,['전공 무관'],none,5,이상 라이선싱 세일즈 및 계약/정산 관련 업무 경험을 보유한 분,['none'],['none'],"['영어권 라이선싱 사업', '브랜드 관리', '라이선싱 계약 진행 및 관리 업무']",['none'],"['해외 라이선싱 업체 및 에이전시와 관련 업무 경험을 보유한 분', '라이선싱 업체와 섬세한 커뮤니케이션이 가능한 분', '원만한 비즈니스 영어 커뮤니케이션이 가능한 분', '해외 출장에 결격사유가 없는 분']","['학사 이상', '전공 무관', '5년 이상 라이선싱 세일즈 및 계약/정산 관련 업무 경험을 보유한 분', '해외 라이선싱 업체 및 에이전시와 관련 업무 경험을 보유한 분', '라이선싱 업체와 섬세한 커뮤니케이션이 가능한 분', '원만한 비즈니스 영어 커뮤니케이션이 가능한 분', '해외 출장에 결격사유가 없는 분']","['마케팅 및 경영학 전공자 선호', 'IP브랜드 및 라이선싱 사업에 대한 이해도가 높은 분', '프로젝트 관리 역량이 높은 분', '메이저 라이센서사에서 업무경험이 있는 분', '브랜드 및 콘텐츠 마케팅에 대한 기본 지식 및 이해가 있는 분']","['다양한 파트너사들과 비즈니스 조건 및 의견을 소통할 수 있는 커뮤니케이션 스킬', '소비자트렌드를 이해하고 이에 맞는 아이디어를 실행하는 창의성', '예견되는 기회/리스크를 미리 예측하여 대응하는 주도성', '적극적/능동적인 상황 판단 및 대처 능력', '세심하고 치밀하게 확인하는 업무 디테일', '합리적 문제 해결력']"
O0173,JD_크리에이티브_VC_그래픽디자인 (VC) Jr_O0173.docx,BHE_BIGC_KR,none,크리에이티브,VC,그래픽디자인 (VC),"빅히트 소속 아티스트와 음악 컨셉에 따라, 전체적인 디자인을 기획하고 개발합니다. 아티스트의 특성과 활동 방향성을 함께 고려하여 디자인을 가이드하여, 의도한 컨셉과 메세지가 효과적으로 구현되도록 합니다. 최고의 역량을 가진 다양한 전문가들과 함께 아티스트의 브랜드를 높일 수 있는 그래픽 디자인 제작경험을 할 수 있습니다.",학력 무관,['그래픽 디자인'],신입 가능,3,이하 디자인 경력을 보유한 분,['none'],['해당 업무 관련 포트폴리오 제출이 가능한 분 (지원서와 함께 제출)'],"['음반 디자인 및  BI 컨셉 기획과 개발', '소속 아티스트 비주얼 디자인 (의상, 소품 등) 관련 가이드 기획/개발', '컨셉에 부합하는 Visual Creative 그래픽 디자인/레이아웃 기획/개발']",['none'],"['Adobe 프로그램 (Photoshop, Illustrator, InDesign 등) 활용이 능통한 분', '국내/외 디자인 트렌드에 대한 높은 이해도를 보유한 분', '비즈니스 영어 커뮤니케이션이 가능한 분']","['학력 무관', '그래픽 디자인 관련 전공자', '(신입 가능) 3년 이하 디자인 경력을 보유한 분', 'Adobe 프로그램 (Photoshop, Illustrator, InDesign 등) 활용이 능통한 분', '국내/외 디자인 트렌드에 대한 높은 이해도를 보유한 분', '비즈니스 영어 커뮤니케이션이 가능한 분', '해당 업무 관련 포트폴리오 제출이 가능한 분 (지원서와 함께 제출)']","['BI 개발 경험을 보유한 분', '디자인 스튜디오 또는 에이전시에서 디자인 기획/제작 경험을 보유한 분', '콘텐츠 기획력을 보유한 분', '디자인 에이전시 관리 경험을 보유한 분', 'Visual Creative 디자인 관련 경험을 보유하신 분', '아티스트 관련 디자인 감수 및 기획 경험을 보유한 분', '로고타입, 서체 개발 경험을 보유한 분', '음악에 대한 애정과 관심이 있는 분']","['뛰어난 관찰력과 센스를 바탕으로 창의적 디자인을 만들 수 있는 역량', '최신 디자인 관련 트렌드/기술을 지속적으로 업데이트하는 학습 능력', '결과물의 완성도를 높이기 위한 적극적 의견 개진', '새로운 시도나 실험/경험에 열린 자세', '다양한 유관부서/외부 관계자들과 효과적으로 협력할 수 있는 팀워크']"
O0106,JD_사업관리_사업지원_번역/통역 (중국어)_O0106.docx,BHE_BA_KR,none,사업관리,사업지원,번역/통역 (영어/일본어/스페인어/중국어),"해당 팀 리더와 긴밀하게 협업하여 중국어로 생산된 아티스트 및 사내 관련 콘텐츠에 대한 감수와 현지화, 번역 등을 수행합니다. 또한 중국어 통/번역 관련 전반적 업무 절차를 수립하고 업무를 수행하여 콘텐츠의 중국어  품질을 최고의 수준으로 끌어올립니다. 엔터테인먼트 산업 혁신의 선두를 달리는 회사의 일원으로 글로벌 수준의 콘텐츠 제작에 기여할 수 있습니다.",석사,['none'],none,none,none,['none'],['none'],"['사내/외 제작 중국어 콘텐츠 감수 및 검수', '사내/외 업무 관련 핵심 자료 번역 및 감수', '팀 협업을 통한 중국어 콘텐츠의 수준 향상을 위한 지속적 고민 및 기회 발굴']","['콘텐츠 제작 주기, 앨범 발매 등 중요 시기에 따른 업무 집중 시기 존재']","['신입 지원 가능', '중국어 관련 언어/문화적 환경에 대한 이해도가 높은 분', '문학, 문화예술 및 엔터테인먼트에 대한 높은 관심을 보유한 분']","['통번역대학원 석사 이상', '신입 지원 가능', '중국어 관련 언어/문화적 환경에 대한 이해도가 높은 분', '문학, 문화예술 및 엔터테인먼트에 대한 높은 관심을 보유한 분']","['문학 또는 대중문화 콘텐츠 번역/감수 경험을 보유한 분', '중화권 대학 (학부) 졸업 또는 수학 경험을 보유한 분', '높은 수준의 한국어→중국어 번역 및 중국어 작문 실력을 갖춘 분', '1~3년 이상 통/번역 업무 경험자']","['다양한 유관부서 관계자들과 협업/조율해서 일할 수 있는 팀워크', '업무를 스스로 찾아 수행하려는 적극성과 주도성', '높은 수준의 업무 디테일과 결과물 품질/완성도에 대한 높은 기준', '다양한 문화 배경에 대한 높은 이해도 및 문화 감수성']"
S0005,JD_아티스트사업_제휴사업_광고마케팅팀장_S0005.docx,BHT_KR,none,아티스트사업,제휴사업,광고마케팅팀장,"회사 소속 아티스트와 아티스트가 창출하는 콘텐츠를 다양한 방식/매체/제품을 통해 확장시킵니다. 아티스트 이미지 및 회사의 방향성에 부합하는 글로벌 광고 및 마케팅 기회를 파악하고, 상호 시너지 효과를 낼 수 있도록 사업화합니다. 회사의 콘텐츠 영향력을 높이고, 아티스트 브랜드 파워를 높이는데 직접 기여하며, 글로벌 광고 마케팅을 리딩하는 경험을 할 수 있습니다.",학사,['전공 무관'],none,10,이상 관련 광고 및 브랜드 마케팅 관련 업무 경험자,['none'],['none'],"['아티스트의 기업 광고 계약 및 진행 관리', '아티스트 및 관련 원천 콘텐츠 기반 글로벌 콜라보레이션/제휴 기획 및 검토', '해외 광고 및 제휴사업 계약 및 진행 관리']",['none'],"['영어 커뮤니케이션에 능통한 분', '국내/외 광고 또는 마케팅 관련 프로젝트를 주도적으로 진행한 경험을 보유한 분', '친화력이 높아 다양한 이해 관계자들과 원활한 커뮤니케이션이 가능한 분', '탁월한 문제해결 능력을 보유한 분', '조직관리 경험이 있는 분']","['학사 이상', '전공 무관', '10년 이상 관련 광고 및 브랜드 마케팅 관련 업무 경험자', '영어 커뮤니케이션에 능통한 분', '국내/외 광고 또는 마케팅 관련 프로젝트를 주도적으로 진행한 경험을 보유한 분', '친화력이 높아 다양한 이해 관계자들과 원활한 커뮤니케이션이 가능한 분', '탁월한 문제해결 능력을 보유한 분', '조직관리 경험이 있는 분']","['국내/외 광고대행사에서 관련 업무 경험이 있는 분', '국내/외 대기업에서 브랜드 제휴 및 마케팅/프로모션 관련 업무 경험을 보유한 분', '미디어 또는 광고관련 전공자', '영어 외 기타 외국어 커뮤니케이션 (일본어 등)이 원활한 분', '최신 광고/미디어 등 문화 트렌드에 대한 높은 관심과 이해도가 있는 분', '탁월한 문서작성 능력 (파워포인트 등 MS-Office 혹은 구글문서 프로그램 활용)을 보유한 분']","['회사의 방향성과 아티스트의 특성에 따라 가장 적합한 광고/콜라보레이션을 발굴하는 능력', '최신 업계 트렌드를 업데이트하며, 시장의 흐름과 패턴을 파악하는 능력', '분석력과 문제 해결력', '효과적 커뮤니케이션 능력', '여러 프로젝트를 효과적/효율적으로 관리할 수 있는 관리 역량']"
D0001,JD_크리에이티브_콘텐츠제작_아티스트콘텐츠스튜디오장_D0001.docx,BHT_KR,none,크리에이티브,콘텐츠제작,아티스트콘텐츠 스튜디오장,"빅히트 소속 아티스트의 팬들을 위한 다양한 컨텐츠를 기획하고 제작합니다. 회사의 컨텐츠 방향성 및 제작 규칙을 이해하고 체화/반영한다면, 그 안에서 어떠한 창의적 컨텐츠도 제작할 수 있습니다. 시장 변화를 기민하게 감지하여 컨텐츠를 개발하고, 완성도 높은 컨텐츠가 나올 수 있도록 유관부서와 긴밀하게 협력합니다. 또한, 팀원들도 함께 성장할 수 있도록 관리/육성합니다. 컨텐츠 기획자로서 아티스트와 팬의 유대감을 강화하고 힐링과 즐거움을 줄 수 있는 다양한 컨텐츠를 직접 기획/제작하는 경험을 할 수 있습니다.",학사,['전공 무관'],none,7,이상 관련 업무 경험자,['none'],['해당 업무 관련 포트폴리오 제출이 가능한 분 (지원서와 함께 제출)'],"['회사 소속 아티스트의 팬 컨텐츠 기획 및 제작', '콘텐츠 출시 계획 수립 및 스케줄링 등 일정 관리', '영상, 사진 콘텐츠 촬영 및 보정 작업 관리', '자막을 포함한 편집 작업 관리', '콘텐츠기획팀 구성원들의 업무 분장 및 관리/지도 등 조직 관리']",['none'],"['영상 또는 사진 촬영/편집 능력 (Premiere, After Effects 활용 역량 우수)을 보유한 분', '컨텐츠기획 업무를 탁월하게 수행했던 경험을 보유한 분', '여러 프로젝트를 정해진 기한 내 완결해 낼 수 있는 시간 및 프로젝트 관리 능력을 보유한 분', '결과물의 품질과 완성도에 대한 높은 기준을 가진 분', '유관부서와 원활한 의사소통이 가능한 커뮤니케이션 스킬을 보유한 분', '엔터테인먼트 업계에 대한 관심과 애정이 있는 분']","['학사 이상', '전공 무관', '7년 이상 관련 업무 경험자', '영상 또는 사진 촬영/편집 능력 (Premiere, After Effects 활용 역량 우수)을 보유한 분', '컨텐츠기획 업무를 탁월하게 수행했던 경험을 보유한 분', '1년 이상 리더로서 조직관리 경험을 보유한 분', '여러 프로젝트를 정해진 기한 내 완결해 낼 수 있는 시간 및 프로젝트 관리 능력을 보유한 분', '결과물의 품질과 완성도에 대한 높은 기준을 가진 분', '유관부서와 원활한 의사소통이 가능한 커뮤니케이션 스킬을 보유한 분', '엔터테인먼트 업계에 대한 관심과 애정이 있는 분', '해당 업무 관련 포트폴리오 제출이 가능한 분 (지원서와 함께 제출)']","['엔터테인먼트 업계에서 관련 업무 경험을 보유한 분', '영상/ 디자인/ 콘텐츠 관련 전공을 한 분', '빠르게 현장에 적응하고 전체적인 관점에서 프로젝트를 모니터링 할 수 있는 분', '마케팅 인풋/분석이나 소비자 수요조사 등을 기반으로한 콘텐츠 기획 경험을 보유한 분']","['다양한 정보/data를 바탕으로 아이디어를 제안할 수 있는 분석력과 기획력', '작업물의 완성도를 높일 수 있는 철저함', '동시 다발적으로 진행되는 여러 프로젝트를 효과적으로 관리할 수 있는 프로젝트 매니징 역량', '최신 콘텐츠 관련 트렌드나 기술을 지속적으로 업데이트하는 학습 능력', '효과적 커뮤니케이션 능력']"
O0068,JD_IP사업_MD_상품생산MD (팬시/응원봉)_O0068.docx,BHI_KR,none,IP사업,MD,상품생산 MD (팬시/응원봉) ,"회사 IP 콘텐츠와 연관된 다양한 팬시 상품 및 응원봉에 대해 품질기준을 수립하고, 공장 관리 및 고객 대응을 실행합니다. 회사가 추구하는 방향성, 아티스트 및 음악 컨셉, 고객 및 시장의 트렌드와 니즈 등을 바탕으로 완성도 높은 제품이 시장에 출시되고 판매 후 고객 만족이 될 수 있도록 유관부서 및 협력업체들과 긴밀하게 협력합니다. 상품생산MD로서 품질 분석 및 인증 이슈, 고객 불만/불량유형 등을 분석하여 지속적인 제품 품질 개선에 기여할 수 있습니다.",학사,"['공학 계열', '기계', '전기', '산업공학']",none,3,이상 관련 업무 경험자,['none'],['none'],"['IP 콘텐츠 및 브랜드 팬시 상품 및 응원봉에 대한 Customer Service 관리', 'CS 프로세스 구축 , CS협력업체 및 제조협력업체 관리', '품질 기준서, CS매뉴얼 구축 및 운영', '품질 및 인증 이슈에 대한 분석/통계/보고', '생산 공정 관리 및 품질 관리/구매 관리/ERP 운영']",['none'],"['RF 또는 블루투스를 활용한 전동 기기/완구에 대한 품질 관리', 'MS-Office 프로그램을 상급 수준으로 활용하여 문서/보고서 작성이 탁월한 분']","['학사이상', '공학 계열(기계, 전기, 산업공학) 전공자', '3년 이상 관련 업무 경험자', 'RF 또는 블루투스를 활용한 전동 기기/완구에 대한 품질 관리', 'MS-Office 프로그램을 상급 수준으로 활용하여 문서/보고서 작성이 탁월한 분']","['엔지니어링 및 품질 관리를 바탕으로 고객 대응 업무 경험을 보유한 분', '비즈니스 영어 또는 중국어 커뮤니케이션이 가능한 분']","['긍정적 마인드', '업무의 완성도를 높일 수 있는 철저함', '다양한 이슈/문제에 기민하고 유연하게 대처하는 문제해결력', '국내/외 관련 상품 및 기술의 트렌드에 대한 높은 이해도를 보유한 분', '다양한 유관부서/외부 관계자들과 협업할 수 있는 협력적 사고', '효과적 커뮤니케이션 능력 (프리젠테이션 및 내/외부 소통 포함)']"
O0158,JD_IP사업_사업관리_법무관리_O0158.docx,BHI_KR,none,IP사업,사업관리,법무관리,"빅히트아이피는 소속 아티스트의 IP(지식재산권)을 활용하여 다양한 사업을 진행하고 있습니다. 이를 위해, 국내 및 글로벌 파트너사들과의 계약 및 계약 관리 업무를 진행합니다. 회사와 아티스트가 음악 이외의 다양한 콘텐츠 및 라이선싱, 미디어, 출판 등 다양한 사업으로 진출하여 가치를 제고하는데 기여할 수 있습니다.",학사,['전공 무관'],none,5,이상 IP 사업 관련 계약서 검토 및 계약 관리 업무 경험자,['none'],['none'],['IP 사업 관련 계약서 검토 및 계약 관리'],['none'],"['IP에 대한 지식과 IP 사업에 대한 이해도가 높은 분', '다양한 내/외부 관계자들과 명확하고 효과적으로 소통할 수 있는 분']","['학사이상', '전공 무관', '5년 이상 IP 사업 관련 계약서 검토 및 계약 관리 업무 경험자', 'IP에 대한 지식과 IP 사업에 대한 이해도가 높은 분', '다양한 내/외부 관계자들과 명확하고 효과적으로 소통할 수 있는 분']","['법학 전공자 우대', '콘텐츠 업계에서 법무 관련 업무 경험이 있는 분', '라이선싱 사업에 대한 이해도가 있는 분', '영어 혹은 일본어 커뮤니케이션 (Written & Verbal)이 원활한 분']","['업무에 대한 디테일을 끝까지 놓치지 않는 세심함', '논리적 분석력 및 합리적 사고력', '효과적 커뮤니케이션 능력']"
O0006,JD_사업관리_C-staff_CFO Staff_O0006.docx,BHE_BIGC_KR,none,사업관리,C-staff,CXO Staff,"CFO가 가진 복잡한 사업관련 고민과 이슈를 함께 긴밀하게 논의할 수 있는 전략적 파트너로서 중요한 전략 우선순위를 명확히 하고, 이에 대한 실행이 유기적으로 이루어질 수 있도록 지원합니다. 또한, 회사의 단/중/장기 사업 agenda들의 우선순위 및 재무적 리스크 요인들을 반영한 실행/지원전략을 수립하고, 유관부서와의 협의/조율을 통해 재무적 건전성/안정성을 유지하면서 사업목표를 달성하게 합니다. 빠르게 성장하는 기업에서 재무/회계 및 경영기획의 안정화/고도화 등 다양한 경험을 할 수 있습니다.",학사,['전공 무관'],none,10,이상 관련 업무 경험자,['none'],['none'],"['재무/회계 및 경영기획 관련 업무 프로세스 고도화', '내/외부 관련 데이터/정보취합 및 분석을 바탕으로 사업전략이 안정적으로 실행될 수 있도록 의미 있는 경영기획, 재무기획 관련 비즈니스 인사이트 제공', '실행계획 상 주요 재무적 마일스톤에 대한 모니터링 및 이슈에 대한 선제적 해결', '현안 혹은 미래 사업전략 관련 재무적 과제/이슈에 대한 체계적 분석 및 해결방안 제안']",['none'],"['해외 투자사 (PE Firm 등) 또는 전략 컨설팅 회사에서 투자/재무 관련 경험을 보유한 분', '다양한 상황/사이클의 회사에 대한 재무적 투자자문 경험을 보유한 분', '여러 cross-functional팀 (유관부서)과 업무/프로젝트를 수행하고 관리해 본 경험을 보유한 분', '데이터 기반 의사결정 및 문제해결에 능숙한 분', '다양한 계층/분야의 이해관계자들과 매우 높은 수준으로 협력하는 일과 독립적으로 하는 업무 모두를 즐기는 분']","['학사 이상', '전공 무관', '10년 이상 관련 업무 경험자', '해외 투자사 (PE Firm 등) 또는 전략 컨설팅 회사에서 투자/재무 관련 경험을 보유한 분', '다양한 상황/사이클의 회사에 대한 재무적 투자자문 경험을 보유한 분', '여러 cross-functional팀 (유관부서)과 업무/프로젝트를 수행하고 관리해 본 경험을 보유한 분', '데이터 기반 의사결정 및 문제해결에 능숙한 분', '다양한 계층/분야의 이해관계자들과 매우 높은 수준으로 협력하는 일과 독립적으로 하는 업무 모두를 즐기는 분']","['MBA 혹은 경제/경영 관련 전공자', '미국, 일본 등 해외에서 투자전략 수립, 재무기획 업무 혹은 관련 컨설팅 프로젝트 경험을 보유한 분', '스타트업 등 성장기 회사의 재무 및 경영기획 안정화/고도화 경험을 보유한 분']","['적극적이고 선제적인 문제해결 능력', '우수한 커뮤니케이션 능력 (문서 작성/PT 포함, written & oral)', '새로운 환경/업무를 빠르게 학습할 수 있는 유연한 사고', '정량/정성적 분석 능력에 기반한 데이터 중심 전략적 사고', '다양한 사업전략, 비지니스 모델, 핵심 재무지표들에 대한 높은 수준의 이해']"
O0056,JD_IP사업_상품디자인_상품디자인 (패션/잡화)_O0056.docx,BHI_KR,none,IP사업,상품디자인,상품디자인 (패션/잡화),"회사의 IP콘텐츠를 기반으로한 다양한 패션 및 패션잡화 상품을 디자인합니다. 고유한 IP 콘텐츠의 특성 및 다양한 소비자의 니즈를 함께 고려하여 신선하고 독창적인 상품을 개발합니다. 여러 전문가들과 함께, 기존과는 다른 독창적인 패션 디자인 제품을 개발하는 경험을 할 수 있습니다.",학사,['전공 무관'],none,5,이상 패션 및 패션잡화 관련 그래픽 디자인 경험을 보유한 분,['none'],['해당 업무 관련 포트폴리오 제출이 가능한 분 (지원서와 함께 제출)'],['IP콘텐츠 및 브랜드 상품 디자인 (패션 및 패션잡화)'],['none'],"['IP 콘텐츠를 기반으로 한 상품 기획/개발 경험을 보유한 분', 'Adobe 프로그램 (Photoshop, Illustrator 등) 활용이 능통한 분']","['학사 이상', '전공 무관', '5년 이상 패션 및 패션잡화 관련 그래픽 디자인 경험을 보유한 분', 'IP 콘텐츠를 기반으로 한 상품 기획/개발 경험을 보유한 분', 'Adobe 프로그램 (Photoshop, Illustrator 등) 활용이 능통한 분', '해당 업무 관련 포트폴리오 제출이 가능한 분 (지원서와 함께 제출)']",['비즈니스 외국어 커뮤니케이션이 가능한 분 (영어 외)'],"['국내/외 패션 상품기획/디자인 트렌드를 빠르게 파악하고 업데이트하는 능력', '새로운 시도나 실험에 열려 있는 마인드', '작업물의 완성도를 높일 수 있는 철저함', '다양한 유관부서/외부 관계자들과 협업할 수 있는 협력적 사고']"
O0083,JD_마케팅_마케팅_아티스트 마케팅_O0083.docx,BHE_Label_KR,none,마케팅,마케팅,아티스트마케팅,"국내/외 K-POP 시장을 분석하고, 아티스트의 성장 전략을 수립합니다. 시장의 트렌드와 회사 내/외부 데이터 분석을 바탕으로 콘텐츠 및 아티스트의 마케팅 방향성을 설정하며, 성과에 대한 분석을 진행합니다. 향후 본격적인 성장이 예상되는 글로벌 K-POP 시장을 선두에서 관찰하며, 변화를 이끌어 나가는 역할을 경험할 수 있습니다.",학사,['전공 무관'],none,3,"이상 전략, 기획 또는 마케팅 유관 업무 경험자",['none'],['아래 주제에 대한 과제 제출 및 10분 내외의 프레젠테이션이 가능한 분'],"['중장기 마케팅 전략 수립: 콘텐츠 및 아티스트 중장기 방향성 설정', '아티스트 마케팅 전략 수립: 주요 아티스트 별 시장상황 및 타겟 고객군 분석, 주요 활동에 대한 방향성 및 목표 설정', '마케팅 성과 분석: 아티스트 주요 활동에 대한 지표 관리 및 정성/정량 성과 분석 등']",['해외 출장 비중 10%'],"['콘텐츠 비즈니스에 대한 이해가 높고, 다양한 분야의 콘텐츠에 관심이 많은 분', 'MS-Office/Google Suite를 이용한 보고자료 작성과 프레젠테이션 스킬이 탁월한 분', 'BTS의 해외 시장 성과와 그 이유 (표지/목차 포함 PPT 총 10장 이내 분량, 자유형식)', '']","['학사이상', '전공 무관', '3년 이상 전략, 기획 또는 마케팅 유관 업무 경험자', '콘텐츠 비즈니스에 대한 이해가 높고, 다양한 분야의 콘텐츠에 관심이 많은 분', 'MS-Office/Google Suite를 이용한 보고자료 작성과 프레젠테이션 스킬이 탁월한 분', '아래 주제에 대한 과제 제출 및 10분 내외의 프레젠테이션이 가능한 분', 'BTS의 해외 시장 성과와 그 이유 (표지/목차 포함 PPT 총 10장 이내 분량, 자유형식)', '']","['K-POP 및 음악 관련 사업에 대한 이해도가 높은 분', '콘텐츠, 미디어, 광고 분야에서 전략 기획 관련 업무 경험을 보유한 분', '컨설팅 혹은 마켓 리서치 관련 업무 경험을 보유한 분', '통계 프로그램 활용 가능한 분 (예. R, Python, SPSS 등)', '영어 커뮤니케이션 (Written)이 원활한 분']","['정형화 되지 않은 정성/정량 데이터에 대한 분석력', '데이터 기반의 전략적/논리적 사고력새로운 분야 또는 최신 트렌드를 빠르게 이해하고, 시장의 흐름과 패턴을 파악하는 학습능력', '결과물 품질과 완성도에 대한 높은 기준', '다양한 유관부서/외부 관계자들과 효과적/적극적으로 소통하는 커뮤니케이션']"
D0013,JD_아티스트사업_제휴사업_글로벌콘텐츠사업 (디지털영상유통)_D0013.docx,BHT_KR,none,아티스트사업,제휴사업,글로벌콘텐츠사업 (디지털영상유통),"음악이 주는 감동이 끊기지 않고 다양한 해외 팬/고객에게 원활히 전달될 수 있도록, 영상유통 관련 글로벌 시장을 분석하고 해외 파트너십 업체들을 관리합니다. 또한, 빅히트 아티스트가 추구하는 음악을 효과적으로 전달하기 위해, 보다 효과적인 방식/유통채널들을 고민하고 관련 해외 시장 트렌드를 지속적으로 파악합니다. 글로벌 영상 콘텐츠 산업의 유통 전문가로서 성장할 수 있습니다.",학사,['전공 무관'],none,3,이상 관련 업무 경험자,['none'],['none'],"['영상 콘텐츠 판매 및 유통', '관련 해외 시장 리서치 및 동향 분석', '글로벌 영상 플랫폼/제작사/유통배급사 파트너십 관리']",['none'],"['비즈니스 영어 커뮤니케이션 (written & verbal)에 능통한 분', '영상 유통 혹은 관련 마케팅 경험을 보유한 분', '프로젝트 매니징 (PM) 경험을 보유한 분', '해외 영상 유통이나 미디어/광고시장에 대한 인사이트를 보유한 분', '적극적이고 능동적으로 업무를 수행하는 분', '엔터테인먼트와 콘텐츠 사업에 대한 높은 이해도를 보유한 분']","['학사 이상', '전공 무관', '3년 이상 관련 업무 경험자', '비즈니스 영어 커뮤니케이션 (written & verbal)에 능통한 분', '영상 유통 혹은 관련 마케팅 경험을 보유한 분', '프로젝트 매니징 (PM) 경험을 보유한 분', '해외 영상 유통이나 미디어/광고시장에 대한 인사이트를 보유한 분', '적극적이고 능동적으로 업무를 수행하는 분', '엔터테인먼트와 콘텐츠 사업에 대한 높은 이해도를 보유한 분']","['신사업분야 (IT/미디어)에서 관련 업무 경험을 보유한 분', '대중음악과 관련 문화에 대한 관심과 애정이 있는 분', '시장 조사 및 분석방법에 능통한 분', '해외 문화에 대한 이해도가 높은 분']","['효과적 커뮤니케이션 능력', '빠르게 변화하는 업계에서 다양한 프로젝트를 동시에 관리할 수 있는 역량', '결과물 품질과 완성도에 대한 높은 기준', '최신 업계 트렌드를 업데이트하며, 시장의 흐름과 패턴을 파악하는 능력', '다양한 구성원들과 팀으로 협력하며 일할 수 있는 유연함']"
J0010,JD_플랫폼 사업_서비스 운영_コマース運営 (物流)_J0010.docx,BHS_JP,none,플랫폼 사업,서비스 운영,"커머스운영 (글로벌물류,일본물류) ",글로벌 고객 대상 모바일 커머스 플랫폼을 통해 발생하는 일본 물류에 대한 기획 및 개선 업무를 수행합니다. 효율적/안정적 상품 공급이 가능하도록 배송 프로세스 전반에 대한 물류 효율화를 진행합니다. 일본 내 고객이 누구나 손쉽고 합리적인 가격으로 상품 배송을 받을 수 있도록 B2C 물류 프로세스를 혁신하는 경험을 할 수 있습니다.,학사,['전공무관'],2,none,이상 관련 업무 경험자,['none'],['none'],"['커머스 플랫폼 이용 고객의 물류 경험 개선 및 효율화 수행', 'B2C 및 수출입 물류 프로세스 기획', '거점 물류센터간 물류 프로세스 기획 및 물류 시스템 기획/개선', '물류 파트너사와 신규 물류센터 셋업 및 운영 계획 수립', '입/출고 스케쥴링 및 효율화 수행']","['플랫폼 내 제품 론칭 시기에 따른 업무 집중 기간 존재', '일본 현지 현장 업무 지원', '해외 출장 비중 20% (일본)']","['비즈니스 일본어 또는 한국어  커뮤니케이션이 원활한 분', '커머스 플랫폼 상 물류 운영 및 기획 경험을 보유한 분', '일본 물류 관련 규정/법규에 대한 이해도가 높은 분', '일본 물류 수입/수출 통관 프로세스에 대한 이해가 높은 분', '문제해결과 프로세스 개선에서 일의 가치와 보람을 찾을 수 있는 분']","['학사 이상', '전공무관', '최소 2년 이상 관련 업무 경험자', '비즈니스 일본어 또는 한국어  커뮤니케이션이 원활한 분', '커머스 플랫폼 상 물류 운영 및 기획 경험을 보유한 분', '일본 물류 관련 규정/법규에 대한 이해도가 높은 분', '일본 물류 수입/수출 통관 프로세스에 대한 이해가 높은 분', '문제해결과 프로세스 개선에서 일의 가치와 보람을 찾을 수 있는 분']","['통상 및 무역관련 전공자 우대', 'B2C 전체 물류 프로세스 단계 별 업무 경험을 보유한 분', '신규 물류 센터 및 신규 배송사 셋업 경험을 보유한 분', '수출입 물류 관련 업무 경험을 보유한 분', '엑셀을 활용한 작업이 원활한 분']","['적극적이고 선제적인 문제해결 능력', '예견되는 기회/리스크를 미리 예측하여 대응하는 주도성', '효과적 커뮤니케이션 능력', '다양한 유관부서/외부 관계자들과 협업할 수 있는 협력적 사고', '업무에 대한 디테일을 끝까지 놓치지 않는 세심함']"
